"Id"	"Magnification"	"^CE Diameter (µm)"	"Length (µm)"	"Width (µm)"	"Max. Distance (µm)"	"Perimeter (µm)"	"Major Axis (°)"	"Area (µm²)"	"SE Volume (µm³)"	"Area (Pixels)"	"Circularity"	"HS Circularity"	"Convexity"	"Solidity"	"Aspect Ratio"	"Elongation"	"Intensity Mean"	"Intensity SD"	"Centre X Position (µm)"	"Centre Y Position (µm)"	"Frame Row"	"Frame Column"	"Frame Index"	"Edge stitched particle"	"Scaling Factor"	"Fiber Total Length (µm)"	"Fiber Width (µm)"	"Fiber Elongation"	"Fiber Straightness"	"Scan Area Correction"
9450	10.00	95.34	100.78	92.08	101.09	303.48	176.41	7138.58	453712.94	221491	0.985	0.970	0.992	0.998	0.914	0.086	16.137	11.366	55820.648	72923.359	154	77	12480	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9950	10.00	95.30	96.04	95.09	96.47	302.45	32.77	7132.39	453123.16	221299	0.988	0.976	0.991	0.998	0.990	0.010	15.902	11.766	57537.297	64519.176	132	80	13171	0	1	-1.00	-1.00	-1.000	-1.000	1.000
16697	10.00	95.30	98.86	93.39	98.95	301.38	22.73	7132.32	453117.03	221297	0.992	0.983	0.995	0.999	0.945	0.055	16.320	11.135	81448.406	56701.012	113	125	21549	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2191	10.00	95.29	95.28	94.59	102.30	312.79	146.77	7132.00	453086.25	221287	0.955	0.913	0.971	0.987	0.993	0.007	17.238	11.966	26560.170	76817.922	163	22	2370	0	1	-1.00	-1.00	-1.000	-1.000	1.000
17052	10.00	95.27	96.87	95.34	97.66	303.05	66.72	7128.42	452745.38	221176	0.986	0.972	0.989	0.998	0.984	0.016	17.109	11.190	82473.438	58406.324	117	127	21853	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8642	10.00	95.26	100.36	95.60	100.53	303.51	118.08	7126.97	452607.25	221131	0.984	0.969	0.990	0.997	0.953	0.047	17.992	12.134	52157.043	69011.648	143	70	11162	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2950	10.00	95.24	95.98	95.24	96.58	301.76	43.10	7123.75	452300.22	221031	0.990	0.980	0.992	0.998	0.992	0.008	15.396	11.946	30177.143	46283.387	86	28	3213	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4542	10.00	95.20	96.04	94.62	96.51	301.42	100.91	7118.82	451830.69	220878	0.990	0.981	0.993	0.999	0.985	0.015	15.011	11.976	36856.691	56407.336	112	41	5450	0	1	-1.00	-1.00	-1.000	-1.000	1.000
16814	10.00	95.10	97.14	94.82	97.67	302.62	162.23	7103.09	450334.19	220390	0.985	0.971	0.990	0.997	0.976	0.024	17.554	11.032	81665.586	26190.115	36	126	21652	0	1	-1.00	-1.00	-1.000	-1.000	1.000
16305	10.00	95.08	95.33	95.20	96.25	300.98	5.82	7100.00	450040.00	220294	0.991	0.981	0.991	0.998	0.999	0.001	15.807	11.701	79964.359	39895.277	71	123	21275	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11867	10.00	95.06	97.13	94.12	97.53	301.72	80.54	7097.03	449758.06	220202	0.988	0.976	0.991	0.998	0.969	0.031	16.608	11.528	63575.988	51388.293	99	92	15552	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2142	10.00	95.04	98.00	94.13	98.01	302.33	93.24	7094.55	449522.13	220125	0.986	0.972	0.989	0.998	0.961	0.039	13.821	12.619	26803.930	54285.434	106	22	2313	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1927	10.00	95.00	96.68	94.01	97.10	300.72	176.61	7087.88	448888.28	219918	0.991	0.981	0.993	0.998	0.972	0.028	15.584	11.913	26160.869	63160.516	129	21	2135	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6323	10.00	94.98	96.24	93.20	96.75	302.03	179.68	7085.66	448676.97	219849	0.986	0.973	0.990	0.998	0.968	0.032	18.509	11.530	43660.375	46690.063	87	54	7909	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9717	10.00	94.98	96.85	95.17	96.99	301.61	101.14	7085.30	448643.34	219838	0.988	0.975	0.991	0.998	0.983	0.017	14.655	12.271	56603.078	85207.391	184	78	12819	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5587	10.00	94.96	98.38	95.42	98.71	306.78	88.97	7081.63	448294.34	219724	0.971	0.942	0.977	0.994	0.970	0.030	14.294	12.295	41242.664	45111.742	84	49	6973	0	1	-1.00	-1.00	-1.000	-1.000	1.000
17353	10.00	94.93	97.70	94.11	97.71	301.87	83.73	7077.63	447914.97	219600	0.986	0.972	0.990	0.997	0.963	0.037	15.038	12.068	83590.961	29526.621	44	129	22224	0	1	-1.00	-1.00	-1.000	-1.000	1.000
17868	10.00	94.89	95.02	93.75	97.90	301.14	52.93	7072.09	447388.78	219428	0.988	0.976	0.993	0.999	0.987	0.013	15.996	11.466	85160.453	50812.652	98	132	22592	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9993	10.00	94.88	100.26	93.37	100.32	302.40	112.87	7069.67	447159.50	219353	0.984	0.968	0.990	0.998	0.931	0.069	17.569	11.209	57726.992	90811.969	199	81	13243	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7827	10.00	94.86	98.47	94.11	98.47	301.65	92.63	7067.09	446914.91	219273	0.986	0.972	0.990	0.998	0.956	0.044	13.822	12.754	48822.695	75218.359	159	64	9967	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2565	10.00	94.83	95.88	95.09	96.07	300.53	157.93	7062.93	446520.56	219144	0.989	0.979	0.992	0.998	0.992	0.008	14.585	12.276	28127.039	46063.910	86	25	2772	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8025	10.00	94.73	109.56	92.37	109.70	319.84	176.34	7047.37	445045.16	218661	0.929	0.862	0.968	0.971	0.843	0.157	16.757	13.163	49893.500	37301.598	64	66	10275	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9007	10.00	94.69	95.20	94.83	95.98	300.69	157.28	7041.79	444517.06	218488	0.987	0.975	0.989	0.998	0.996	0.004	16.869	11.358	53673.574	44334.969	82	73	11744	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8316	10.00	94.64	95.23	93.91	96.23	300.21	94.41	7034.35	443812.34	218257	0.989	0.977	0.991	0.998	0.986	0.014	19.638	10.959	51286.707	38021.730	65	68	10680	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4437	10.00	94.58	97.91	92.51	98.15	300.00	126.99	7025.97	443019.50	217997	0.989	0.977	0.993	0.998	0.945	0.055	19.449	10.642	36326.309	53248.160	104	40	5283	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13105	10.00	94.54	97.04	94.20	97.23	300.20	1.22	7020.36	442489.16	217823	0.988	0.975	0.991	0.998	0.971	0.029	17.160	11.468	67936.352	56953.543	113	100	17137	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5151	10.00	94.45	98.70	90.63	99.09	299.04	83.54	7005.73	441106.47	217369	0.990	0.981	0.995	0.999	0.918	0.082	24.897	13.428	39606.148	17390.061	13	46	6300	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3219	10.00	94.38	95.32	94.02	95.72	298.76	52.10	6995.99	440187.56	217067	0.991	0.981	0.993	0.998	0.986	0.014	17.392	11.414	30802.242	58747.500	118	30	3569	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9346	10.00	94.30	97.02	93.31	97.18	300.32	6.56	6983.49	439007.84	216679	0.985	0.969	0.988	0.998	0.962	0.038	14.586	11.795	55306.836	31622.518	49	76	12280	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11037	10.00	94.12	95.85	93.45	96.25	297.76	35.17	6957.57	436566.63	215875	0.991	0.982	0.993	0.998	0.975	0.025	14.822	12.118	61138.094	25237.654	34	87	14620	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2385	10.00	94.05	97.42	92.05	98.25	299.14	12.28	6946.55	435529.59	215533	0.986	0.972	0.991	0.997	0.945	0.055	16.510	11.804	27627.914	43899.414	80	24	2584	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6202	10.00	94.04	94.49	94.33	95.01	298.17	8.59	6945.68	435447.78	215506	0.989	0.978	0.991	0.998	0.998	0.002	15.018	11.924	42941.578	38188.734	66	53	7763	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9284	10.00	93.93	102.11	88.63	102.16	299.14	84.08	6929.08	433887.88	214991	0.985	0.969	0.993	0.998	0.868	0.132	27.739	18.233	54593.176	29255.445	44	75	12186	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11937	10.00	93.90	95.75	93.36	95.75	298.04	20.48	6925.38	433539.81	214876	0.988	0.976	0.991	0.998	0.975	0.025	15.817	11.809	63919.430	79304.070	169	92	15622	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10115	10.00	93.87	94.57	92.98	94.96	297.94	30.26	6920.83	433113.13	214735	0.988	0.976	0.991	0.998	0.983	0.017	14.914	12.164	57871.930	25672.895	35	81	13407	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4379	10.00	93.83	95.71	91.98	98.54	298.48	148.76	6914.19	432490.06	214529	0.986	0.972	0.992	0.998	0.961	0.039	16.046	11.930	35851.191	19111.072	18	39	5183	0	1	-1.00	-1.00	-1.000	-1.000	1.000
175	10.00	93.81	98.02	93.71	98.04	298.93	90.07	6911.45	432233.00	214444	0.984	0.968	0.990	0.998	0.956	0.044	14.932	12.271	16767.969	46664.559	88	3	178	0	1	-1.00	-1.00	-1.000	-1.000	1.000
926	10.00	93.77	100.77	88.47	100.93	300.70	112.95	6906.49	431767.44	214290	0.978	0.956	0.988	0.995	0.878	0.122	17.381	11.504	21417.398	33090.457	53	12	948	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9283	10.00	93.71	99.29	88.38	99.85	298.09	90.62	6897.66	430939.66	214016	0.986	0.972	0.992	0.998	0.890	0.110	18.578	11.280	54945.273	30717.871	47	75	12183	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2578	10.00	93.69	94.61	93.73	94.96	297.29	67.86	6893.44	430544.03	213885	0.988	0.977	0.991	0.998	0.991	0.009	15.456	11.894	28588.350	40559.563	72	25	2786	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6442	10.00	93.50	94.50	92.67	94.94	296.65	53.17	6866.14	427989.09	213038	0.988	0.977	0.990	0.998	0.981	0.019	14.574	12.088	44263.102	67906.102	141	55	8078	0	1	-1.00	-1.00	-1.000	-1.000	1.000
16003	10.00	93.47	94.29	92.75	95.23	296.34	94.43	6862.40	427639.59	212922	0.989	0.978	0.993	0.999	0.984	0.016	15.317	11.860	78996.383	68110.633	142	121	20878	0	1	-1.00	-1.00	-1.000	-1.000	1.000
266	10.00	93.43	96.55	91.12	97.63	297.61	51.43	6855.57	427001.06	212710	0.984	0.969	0.991	0.996	0.944	0.056	16.171	12.075	17973.357	53198.242	104	5	307	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3951	10.00	93.36	95.04	92.58	95.44	297.82	99.61	6845.51	426061.94	212398	0.983	0.966	0.988	0.997	0.974	0.026	14.390	12.677	34253.113	68919.883	143	36	4611	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9364	10.00	93.27	93.76	92.94	94.38	296.01	165.51	6832.97	424891.97	212009	0.988	0.976	0.991	0.998	0.991	0.009	13.704	12.690	55173.395	42179.891	76	76	12307	0	1	-1.00	-1.00	-1.000	-1.000	1.000
17898	10.00	93.27	95.24	89.68	96.17	296.57	166.81	6831.94	424795.75	211977	0.986	0.972	0.991	0.997	0.942	0.058	13.356	12.592	84929.875	59199.094	119	132	22613	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14759	10.00	93.24	94.73	92.37	96.48	297.10	102.57	6827.63	424393.06	211843	0.984	0.968	0.989	0.997	0.975	0.025	13.668	12.358	73866.000	46662.902	88	111	19200	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14465	10.00	93.16	98.23	90.12	98.23	296.41	166.77	6816.34	423341.72	211493	0.986	0.971	0.990	0.998	0.917	0.083	14.842	12.153	72613.055	44106.910	81	109	18842	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2090	10.00	93.16	94.50	91.61	96.47	296.30	26.53	6816.18	423326.72	211488	0.986	0.972	0.992	0.998	0.969	0.031	18.971	10.893	26764.033	31751.127	50	22	2257	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12782	10.00	93.14	96.79	90.78	97.27	295.75	16.30	6812.99	423029.44	211389	0.988	0.975	0.990	0.998	0.938	0.062	17.018	11.636	66723.102	55129.023	108	98	16744	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14520	10.00	93.12	93.61	92.70	95.21	295.07	113.01	6810.61	422807.34	211315	0.990	0.979	0.992	0.998	0.990	0.010	15.307	12.338	72668.945	16038.477	10	109	18913	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6472	10.00	93.10	93.17	92.39	94.36	295.43	126.99	6808.22	422585.28	211241	0.988	0.977	0.991	0.999	0.992	0.008	15.403	11.952	44059.016	52268.324	102	55	8117	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1228	10.00	92.94	97.98	90.04	98.02	295.29	167.47	6784.63	420390.69	210509	0.987	0.974	0.992	0.999	0.919	0.081	16.127	11.458	23222.650	69007.359	144	15	1311	0	1	-1.00	-1.00	-1.000	-1.000	1.000
552	10.00	92.94	91.53	90.78	97.97	298.02	36.84	6784.21	420351.75	210496	0.978	0.956	0.989	0.996	0.992	0.008	23.638	12.220	19147.627	49519.188	94	8	567	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10319	10.00	92.92	93.45	93.08	93.82	294.62	77.09	6781.44	420094.16	210410	0.989	0.978	0.991	0.998	0.996	0.004	15.339	11.979	59011.383	77085.406	164	83	13682	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7458	10.00	92.92	93.97	92.01	94.63	294.90	87.39	6781.02	420055.25	210397	0.988	0.976	0.991	0.998	0.979	0.021	14.270	12.599	47229.020	15996.215	10	61	9398	0	1	-1.00	-1.00	-1.000	-1.000	1.000
769	10.00	92.89	94.93	91.57	95.58	295.27	71.53	6776.31	419618.03	210251	0.986	0.973	0.991	0.998	0.965	0.035	15.662	12.271	20680.809	56089.145	111	10	786	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12744	10.00	92.81	93.14	92.72	94.35	294.27	172.24	6765.74	418636.50	209923	0.989	0.978	0.992	0.998	0.995	0.005	14.581	12.469	66867.773	40174.988	71	98	16707	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1876	10.00	92.77	93.45	92.48	93.66	293.11	169.90	6759.46	418053.28	209728	0.992	0.985	0.994	0.999	0.990	0.010	17.322	11.034	25312.764	79608.008	170	20	2090	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8337	10.00	92.67	101.13	87.81	101.26	296.13	104.93	6744.92	416705.53	209277	0.981	0.963	0.991	0.997	0.868	0.132	18.353	11.744	51108.438	53622.871	105	68	10720	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5292	10.00	92.53	94.32	91.82	94.55	294.12	88.53	6724.20	414786.59	208634	0.986	0.973	0.988	0.997	0.974	0.026	16.142	11.737	40182.449	58606.469	118	47	6559	0	1	-1.00	-1.00	-1.000	-1.000	1.000
16276	10.00	92.51	95.85	92.27	96.12	295.08	142.83	6721.20	414509.31	208541	0.983	0.966	0.989	0.997	0.963	0.037	14.231	12.366	79975.609	57028.965	114	123	21232	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12970	10.00	92.48	93.69	91.86	94.53	292.73	8.71	6716.95	414115.81	208409	0.991	0.981	0.992	0.998	0.981	0.019	14.090	12.662	67577.984	30097.145	46	99	16986	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1409	10.00	92.41	97.88	89.49	98.94	302.87	45.06	6707.38	413230.81	208112	0.957	0.915	0.971	0.987	0.914	0.086	16.298	12.548	23629.148	76105.516	161	16	1541	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5857	10.00	92.40	93.23	92.14	94.03	293.80	76.06	6705.47	413055.09	208053	0.986	0.973	0.991	0.998	0.988	0.012	14.658	12.436	42109.586	55651.301	110	51	7331	0	1	-1.00	-1.00	-1.000	-1.000	1.000
759	10.00	92.38	95.63	93.50	95.66	294.56	15.83	6702.70	412799.06	207967	0.983	0.967	0.992	0.994	0.978	0.022	29.587	13.329	20378.426	52594.664	102	10	777	0	1	-1.00	-1.00	-1.000	-1.000	1.000
982	10.00	92.35	97.59	87.81	97.73	293.60	8.44	6697.77	412343.59	207814	0.986	0.973	0.992	0.998	0.900	0.100	18.697	11.466	21740.680	65668.922	135	12	1030	0	1	-1.00	-1.00	-1.000	-1.000	1.000
16889	10.00	92.32	92.29	92.07	93.22	293.04	132.82	6694.55	412046.06	207714	0.988	0.976	0.990	0.998	0.998	0.002	13.777	12.621	81757.336	53410.137	104	126	21720	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4144	10.00	92.24	95.31	91.12	95.33	293.73	3.99	6681.95	410883.16	207323	0.985	0.970	0.988	0.997	0.956	0.044	16.372	11.662	35404.340	26644.240	37	38	4858	0	1	-1.00	-1.00	-1.000	-1.000	1.000
556	10.00	92.23	94.48	89.21	95.38	292.94	120.59	6681.04	410799.84	207295	0.987	0.975	0.991	0.999	0.944	0.056	15.168	12.393	19565.338	51436.211	99	8	572	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14751	10.00	92.21	95.43	87.45	96.20	293.64	129.05	6678.40	410556.16	207213	0.985	0.970	0.990	0.998	0.916	0.084	15.587	12.456	74077.688	50091.301	96	111	19192	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14822	10.00	92.17	94.30	91.61	94.80	292.71	48.05	6671.60	409929.25	207002	0.987	0.975	0.992	0.998	0.971	0.029	14.782	12.139	73754.148	18536.217	17	111	19271	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11424	10.00	92.16	93.44	90.45	94.59	292.24	144.21	6670.31	409810.34	206962	0.989	0.978	0.992	0.998	0.968	0.032	15.779	11.496	62869.051	41383.934	74	90	15129	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10553	10.00	92.11	95.08	88.41	95.09	292.23	143.33	6663.32	409166.00	206745	0.988	0.977	0.992	0.998	0.930	0.070	16.179	11.980	59424.809	56978.957	113	84	13960	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6601	10.00	92.04	111.62	79.23	111.77	311.84	118.96	6653.10	408225.34	206428	0.925	0.856	0.982	0.968	0.710	0.290	26.072	11.756	44843.695	26951.275	37	56	8251	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14518	10.00	91.98	92.62	91.82	93.55	291.99	43.64	6645.11	407489.88	206180	0.988	0.976	0.991	0.998	0.991	0.009	14.562	12.460	72701.758	16236.209	11	109	18912	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3896	10.00	91.91	119.26	73.40	119.75	312.86	150.83	6634.25	406491.22	205843	0.921	0.848	0.987	0.993	0.616	0.384	18.359	13.579	33935.602	38528.164	67	36	4535	0	1	-1.00	-1.00	-1.000	-1.000	1.000
929	10.00	91.90	93.01	91.23	93.38	291.67	114.80	6633.25	406399.41	205812	0.988	0.976	0.991	0.998	0.981	0.019	16.137	12.326	21731.443	34843.848	57	12	952	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10631	10.00	91.84	95.52	89.96	95.77	290.63	89.85	6624.90	405632.59	205553	0.991	0.982	0.995	0.999	0.942	0.058	15.691	11.829	60297.762	63432.852	130	85	14120	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11391	10.00	91.82	93.77	92.00	94.28	291.43	159.06	6622.29	405392.84	205472	0.988	0.976	0.992	0.998	0.981	0.019	16.672	11.852	62789.145	22684.596	27	90	15082	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2452	10.00	91.81	93.78	89.85	95.10	291.48	151.67	6619.78	405162.00	205394	0.988	0.975	0.991	0.998	0.958	0.042	18.072	11.618	27980.271	78902.781	168	24	2672	0	1	-1.00	-1.00	-1.000	-1.000	1.000
16890	10.00	91.73	99.57	84.97	99.59	293.16	77.82	6607.98	404079.53	205028	0.981	0.962	0.989	0.998	0.853	0.147	13.707	13.156	81633.594	53558.961	105	126	21721	0	1	-1.00	-1.00	-1.000	-1.000	1.000
15759	10.00	91.70	93.66	92.09	93.74	291.24	57.87	6603.92	403707.09	204902	0.987	0.975	0.990	0.998	0.983	0.017	15.113	12.036	77856.242	64520.086	133	119	20553	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5899	10.00	91.66	92.68	91.58	92.96	291.31	111.77	6598.21	403184.13	204725	0.987	0.973	0.989	0.998	0.988	0.012	14.846	12.256	42025.508	28741.645	42	51	7399	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4667	10.00	91.65	93.72	90.28	94.82	290.51	58.91	6597.38	403107.31	204699	0.989	0.979	0.994	0.998	0.963	0.037	18.993	10.939	37089.160	36502.129	62	42	5605	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11355	10.00	91.65	94.12	90.64	94.43	290.45	170.72	6596.73	403048.22	204679	0.989	0.979	0.992	0.999	0.963	0.037	16.090	11.808	62046.547	27485.377	39	89	15017	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5144	10.00	91.63	91.59	91.40	93.44	290.50	57.16	6593.90	402788.28	204591	0.989	0.978	0.991	0.998	0.998	0.002	15.947	11.812	38769.539	14964.337	8	45	6293	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14913	10.00	91.61	92.16	91.28	92.75	290.59	45.14	6591.09	402531.34	204504	0.989	0.977	0.992	0.998	0.990	0.010	14.967	12.371	74484.008	51191.809	99	112	19365	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7718	10.00	91.53	92.09	91.93	92.94	290.53	131.00	6579.46	401466.03	204143	0.988	0.976	0.990	0.998	0.998	0.002	14.781	12.384	48548.395	28269.193	41	63	9768	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14521	10.00	91.50	91.85	91.74	92.39	290.20	138.11	6575.27	401082.66	204013	0.989	0.977	0.991	0.998	0.999	0.001	15.011	12.208	72658.445	15318.681	9	109	18914	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13276	10.00	91.44	93.58	90.70	94.22	291.86	79.89	6566.50	400280.75	203741	0.982	0.965	0.988	0.997	0.969	0.031	16.193	12.055	68498.719	31226.123	49	101	17369	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2945	10.00	91.39	93.94	89.61	94.72	289.91	35.86	6559.25	399617.91	203516	0.988	0.977	0.992	0.998	0.954	0.046	15.838	12.261	29844.271	42160.004	76	28	3203	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7389	10.00	91.34	102.09	89.09	103.77	297.72	154.93	6552.03	398958.31	203292	0.962	0.925	0.984	0.988	0.873	0.127	16.568	11.879	47513.563	66048.867	136	61	9272	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9315	10.00	91.29	93.43	90.68	93.54	289.24	155.70	6545.91	398399.09	203102	0.990	0.980	0.992	0.998	0.971	0.029	14.919	12.372	55262.746	18281.520	16	76	12247	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10536	10.00	91.24	91.82	91.22	92.23	290.14	115.28	6538.91	397760.78	202885	0.986	0.972	0.990	0.998	0.993	0.007	14.105	12.699	59555.086	45831.984	85	84	13932	0	1	-1.00	-1.00	-1.000	-1.000	1.000
17071	10.00	91.22	92.35	90.43	92.89	289.48	93.38	6536.08	397502.03	202797	0.988	0.976	0.992	0.998	0.979	0.021	15.022	12.268	82137.148	48883.859	93	127	21877	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10422	10.00	91.21	92.40	90.29	92.82	289.91	166.58	6533.24	397243.38	202709	0.986	0.973	0.989	0.998	0.977	0.023	13.788	12.621	58998.734	30229.912	46	83	13800	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9442	10.00	91.18	92.12	91.30	92.21	289.06	103.60	6529.44	396896.56	202591	0.989	0.978	0.991	0.998	0.991	0.009	15.641	11.971	55617.543	78930.875	169	77	12465	0	1	-1.00	-1.00	-1.000	-1.000	1.000
523	10.00	91.17	92.07	89.80	93.31	289.28	144.29	6528.73	396831.91	202569	0.988	0.977	0.991	0.999	0.975	0.025	16.342	12.334	19375.715	40116.391	71	8	544	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2237	10.00	91.15	95.11	88.50	96.22	289.10	55.83	6525.54	396540.97	202470	0.989	0.977	0.992	0.998	0.931	0.069	17.742	11.471	27242.439	66402.109	137	23	2419	0	1	-1.00	-1.00	-1.000	-1.000	1.000
836	10.00	91.10	96.44	89.08	96.45	288.98	142.89	6518.48	395897.78	202251	0.989	0.977	0.994	0.998	0.924	0.076	18.382	11.474	20976.764	60909.531	123	11	861	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10669	10.00	91.07	93.78	88.80	94.25	288.77	35.00	6514.06	395495.59	202114	0.989	0.978	0.993	0.998	0.947	0.053	19.337	11.359	59951.969	53577.840	105	85	14145	0	1	-1.00	-1.00	-1.000	-1.000	1.000
399	10.00	91.04	94.31	90.09	95.41	288.97	101.59	6509.29	395061.28	201966	0.988	0.976	0.993	0.998	0.955	0.045	17.537	11.417	18950.621	62774.039	128	7	453	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9922	10.00	91.02	93.05	91.52	93.05	289.63	176.24	6506.13	394773.72	201868	0.985	0.971	0.990	0.997	0.984	0.016	15.220	12.103	57525.199	46281.715	86	80	13125	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14597	10.00	91.00	91.15	90.95	92.70	289.01	160.15	6503.88	394568.47	201798	0.987	0.975	0.990	0.998	0.998	0.002	15.129	12.346	73443.328	47279.840	89	110	18994	0	1	-1.00	-1.00	-1.000	-1.000	1.000
169	10.00	90.99	92.83	88.62	93.70	289.19	150.95	6501.85	394383.69	201735	0.987	0.973	0.991	0.997	0.955	0.045	17.406	11.594	16671.498	48026.457	91	3	175	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7161	10.00	90.97	93.24	89.91	93.34	287.45	125.00	6498.95	394119.75	201645	0.992	0.985	0.994	0.999	0.964	0.036	16.306	11.680	46300.598	51933.324	101	59	8909	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6144	10.00	90.96	98.31	88.52	98.38	289.98	138.98	6497.53	393990.75	201601	0.983	0.967	0.992	0.998	0.900	0.100	17.294	11.689	43361.199	57984.016	116	53	7713	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4434	10.00	90.94	92.17	89.86	93.48	289.93	61.31	6495.95	393847.22	201552	0.984	0.967	0.987	0.997	0.975	0.025	15.934	12.098	36074.074	49474.957	94	40	5273	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13433	10.00	90.82	92.48	89.42	93.11	289.65	113.29	6478.80	392288.81	201020	0.983	0.967	0.989	0.997	0.967	0.033	14.131	12.699	69066.602	67098.578	139	102	17547	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12562	10.00	90.80	94.69	89.58	94.69	288.97	78.23	6475.65	392002.00	200922	0.985	0.971	0.989	0.998	0.946	0.054	17.805	11.249	66088.641	83406.570	180	96	16424	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2870	10.00	90.80	91.13	91.09	91.86	288.13	37.77	6474.77	391922.97	200895	0.988	0.976	0.991	0.998	1.000	0.000	14.824	12.398	29328.184	43208.941	79	27	3090	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10012	10.00	90.77	94.82	87.53	95.19	289.28	55.17	6471.75	391647.97	200801	0.984	0.968	0.990	0.997	0.923	0.077	15.718	12.210	58192.688	73946.859	156	81	13286	0	1	-1.00	-1.00	-1.000	-1.000	1.000
