"Id"	"Magnification"	"^CE Diameter (µm)"	"Length (µm)"	"Width (µm)"	"Max. Distance (µm)"	"Perimeter (µm)"	"Major Axis (°)"	"Area (µm²)"	"SE Volume (µm³)"	"Area (Pixels)"	"Circularity"	"HS Circularity"	"Convexity"	"Solidity"	"Aspect Ratio"	"Elongation"	"Intensity Mean"	"Intensity SD"	"Centre X Position (µm)"	"Centre Y Position (µm)"	"Frame Row"	"Frame Column"	"Frame Index"	"Edge stitched particle"	"Scaling Factor"	"Fiber Total Length (µm)"	"Fiber Width (µm)"	"Fiber Elongation"	"Fiber Straightness"	"Scan Area Correction"
9412	10.00	76.09	77.69	75.94	77.85	242.47	123.88	4546.73	230628.44	141073	0.984	0.967	0.989	0.997	0.977	0.023	17.680	13.212	55432.555	64621.434	132	76	12363	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5920	10.00	76.08	77.80	74.35	79.16	242.34	114.98	4545.67	230547.55	141040	0.984	0.968	0.992	0.997	0.956	0.044	19.160	12.068	42001.105	18666.104	17	51	7424	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3915	10.00	76.05	76.55	75.72	76.88	240.47	39.59	4542.06	230272.98	140928	0.991	0.983	0.993	0.999	0.989	0.011	18.866	12.476	33938.066	46854.539	88	36	4556	0	1	-1.00	-1.00	-1.000	-1.000	1.000
151	10.00	75.98	77.37	75.69	77.37	241.68	86.28	4533.87	229650.70	140674	0.985	0.971	0.988	0.998	0.978	0.022	19.745	12.316	16884.451	50375.648	97	3	169	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5388	10.00	75.97	77.17	75.26	77.30	241.65	177.41	4533.16	229596.88	140652	0.985	0.971	0.988	0.997	0.975	0.025	17.136	13.213	40429.125	29464.428	44	48	6709	0	1	-1.00	-1.00	-1.000	-1.000	1.000
859	10.00	75.92	78.21	74.50	79.19	241.76	94.01	4526.46	229087.75	140444	0.984	0.969	0.990	0.997	0.953	0.047	19.985	12.328	20883.809	52089.191	101	11	883	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14486	10.00	75.91	77.73	75.42	77.76	240.99	27.37	4525.24	228994.80	140406	0.987	0.975	0.991	0.998	0.970	0.030	17.692	12.829	72653.211	35686.520	60	109	18863	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3313	10.00	75.90	77.33	75.49	77.71	240.48	101.97	4524.59	228945.84	140386	0.989	0.979	0.992	0.998	0.976	0.024	18.459	12.465	31707.531	54950.125	108	31	3709	0	1	-1.00	-1.00	-1.000	-1.000	1.000
15959	10.00	75.83	76.16	76.05	76.58	240.99	46.43	4515.73	228273.42	140111	0.986	0.973	0.989	0.998	0.999	0.001	17.289	13.227	78523.086	62516.125	127	120	20779	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7164	10.00	75.81	77.35	76.61	77.53	240.42	21.72	4513.50	228104.86	140042	0.988	0.977	0.993	0.998	0.991	0.009	18.601	13.602	46249.910	49862.563	96	59	8914	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9775	10.00	75.77	75.98	75.62	77.01	240.32	57.58	4508.90	227755.59	139899	0.988	0.977	0.991	0.998	0.995	0.005	17.976	12.888	56749.016	58892.324	118	79	12920	0	1	-1.00	-1.00	-1.000	-1.000	1.000
312	10.00	75.74	76.59	75.19	77.66	241.29	8.58	4505.29	227482.08	139787	0.984	0.968	0.990	0.997	0.982	0.018	18.905	12.472	18079.277	39620.125	69	6	360	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3035	10.00	75.74	76.65	75.64	76.80	240.71	43.05	4505.00	227460.16	139778	0.986	0.973	0.990	0.998	0.987	0.013	16.604	13.214	30535.992	81369.703	175	29	3314	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12501	10.00	75.68	75.89	75.42	76.73	240.53	2.16	4497.94	226925.77	139559	0.986	0.972	0.990	0.997	0.994	0.006	16.749	13.349	65883.602	55795.844	110	96	16354	0	1	-1.00	-1.00	-1.000	-1.000	1.000
15346	10.00	75.68	76.94	75.70	77.17	240.25	113.70	4497.87	226920.89	139557	0.987	0.975	0.991	0.997	0.984	0.016	17.158	13.191	75898.641	28536.674	42	115	19958	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4732	10.00	75.68	76.27	75.49	76.43	240.38	151.12	4497.78	226913.63	139554	0.987	0.974	0.990	0.998	0.990	0.010	18.452	12.583	37436.906	56538.840	112	42	5655	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11221	10.00	75.67	76.07	75.37	77.27	240.95	92.56	4497.03	226857.48	139531	0.984	0.969	0.989	0.997	0.991	0.009	15.843	13.476	62193.660	65662.477	135	89	14921	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8452	10.00	75.66	77.81	74.97	78.96	240.72	163.71	4496.04	226781.88	139500	0.985	0.970	0.991	0.998	0.963	0.037	18.218	13.078	51552.730	46537.117	87	69	10931	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7828	10.00	75.64	76.34	75.49	80.12	254.47	27.46	4493.65	226601.50	139426	0.932	0.868	0.945	0.988	0.989	0.011	17.822	12.989	48987.902	77541.867	165	64	9973	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13748	10.00	75.63	78.09	73.58	79.16	240.54	82.63	4492.17	226489.33	139380	0.985	0.971	0.992	0.997	0.942	0.058	19.084	12.331	70072.125	63511.094	130	104	17919	0	1	-1.00	-1.00	-1.000	-1.000	1.000
319	10.00	75.59	76.24	75.84	76.57	240.30	179.11	4487.72	226153.02	139242	0.986	0.972	0.989	0.997	0.995	0.005	16.061	13.871	18307.314	44593.480	82	6	373	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8597	10.00	75.59	78.95	74.04	79.29	240.72	158.00	4487.43	226131.09	139233	0.984	0.969	0.990	0.997	0.938	0.062	26.209	13.607	52090.492	49711.520	95	70	11114	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1714	10.00	75.55	76.31	75.40	76.49	239.89	37.46	4483.11	225804.78	139099	0.987	0.974	0.989	0.998	0.988	0.012	17.430	13.200	25233.350	59171.207	119	19	1863	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12327	10.00	75.55	77.92	75.50	78.18	239.89	145.32	4482.98	225795.00	139095	0.987	0.974	0.990	0.998	0.969	0.031	18.927	12.406	65325.059	52530.566	102	95	16147	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8055	10.00	75.55	76.29	74.99	76.42	238.84	33.25	4482.85	225785.28	139091	0.991	0.983	0.994	0.999	0.983	0.017	18.879	12.684	49923.371	50275.762	96	66	10307	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7948	10.00	75.43	79.07	70.73	79.93	240.57	74.87	4468.93	224734.20	138659	0.983	0.966	0.991	0.997	0.894	0.106	19.523	12.876	49314.977	33344.023	54	65	10157	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2395	10.00	75.43	77.19	73.98	77.60	240.52	90.18	4468.64	224712.31	138650	0.983	0.966	0.991	0.997	0.958	0.042	18.305	13.061	27854.623	50527.074	97	24	2601	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3179	10.00	75.41	78.50	73.97	78.92	240.24	39.63	4466.54	224554.30	138585	0.984	0.968	0.989	0.997	0.942	0.058	19.286	12.593	30785.484	34751.500	57	30	3508	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4525	10.00	75.40	78.00	73.61	78.07	239.04	9.60	4465.16	224449.83	138542	0.989	0.977	0.992	0.998	0.944	0.056	27.929	13.610	36838.219	64365.355	132	41	5430	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13414	10.00	75.40	76.15	75.48	76.22	238.48	139.69	4465.06	224442.53	138539	0.991	0.982	0.993	0.998	0.991	0.009	18.816	12.492	68876.570	50640.848	97	102	17505	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9669	10.00	75.37	75.61	75.28	76.29	239.49	169.07	4462.00	224211.72	138444	0.986	0.973	0.989	0.998	0.996	0.004	16.809	13.387	56375.930	51830.473	100	78	12735	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14762	10.00	75.37	76.18	75.11	77.11	240.98	94.13	4461.87	224201.98	138440	0.980	0.961	0.985	0.997	0.986	0.014	18.953	12.409	74038.391	43107.152	79	111	19209	0	1	-1.00	-1.00	-1.000	-1.000	1.000
16390	10.00	75.36	75.94	75.78	76.84	239.37	94.28	4459.97	224058.70	138381	0.987	0.974	0.991	0.997	0.998	0.002	21.087	11.896	80721.508	30145.389	45	124	21349	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12640	10.00	75.34	76.10	74.89	77.33	239.71	170.29	4458.07	223915.41	138322	0.985	0.971	0.991	0.998	0.984	0.016	18.741	12.653	66531.609	43148.500	79	97	16563	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5003	10.00	75.32	78.95	71.79	79.12	238.84	59.30	4455.33	223709.02	138237	0.988	0.977	0.993	0.998	0.909	0.091	30.026	14.019	38375.516	66593.336	137	44	6050	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6287	10.00	75.32	76.31	75.70	76.80	240.01	132.01	4455.23	223701.75	138234	0.984	0.967	0.989	0.997	0.992	0.008	17.928	12.962	43894.680	31345.197	49	54	7871	0	1	-1.00	-1.00	-1.000	-1.000	1.000
15455	10.00	75.31	79.41	69.94	79.57	241.38	105.93	4453.88	223599.78	138192	0.978	0.956	0.988	0.996	0.881	0.119	17.015	12.862	76701.313	51431.992	99	116	20071	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11381	10.00	75.26	76.53	74.97	76.88	238.86	117.11	4448.01	223158.20	138010	0.988	0.975	0.990	0.998	0.980	0.020	16.925	13.124	62614.094	15003.070	7	90	15062	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14282	10.00	75.22	76.52	75.00	76.73	238.07	7.48	4443.82	222843.02	137880	0.990	0.981	0.993	0.998	0.980	0.020	20.072	12.009	72539.688	38362.820	66	108	18603	0	1	-1.00	-1.00	-1.000	-1.000	1.000
17438	10.00	75.21	77.55	73.90	78.00	238.71	39.66	4442.50	222743.63	137839	0.988	0.975	0.992	0.998	0.953	0.047	19.003	12.418	83835.398	50147.848	96	130	22308	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11085	10.00	75.21	77.51	73.38	78.78	240.70	25.96	4442.15	222716.92	137828	0.979	0.959	0.991	0.993	0.947	0.053	28.339	15.429	61722.617	24456.674	31	88	14684	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8214	10.00	75.20	74.85	74.65	78.30	239.85	97.85	4441.83	222692.72	137818	0.983	0.966	0.993	0.997	0.997	0.003	20.729	11.612	50649.902	28930.967	43	67	10571	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9417	10.00	75.14	78.62	71.00	78.91	238.73	73.57	4434.96	222176.66	137605	0.987	0.973	0.992	0.998	0.903	0.097	16.558	13.390	55213.184	70109.984	146	76	12377	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10005	10.00	75.09	76.19	74.26	76.79	238.03	116.65	4428.87	221719.03	137416	0.989	0.978	0.992	0.998	0.975	0.025	17.947	12.854	57836.813	81153.461	175	81	13267	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7091	10.00	75.09	83.98	67.23	84.22	240.40	24.57	4427.93	221648.89	137387	0.979	0.958	0.992	0.997	0.801	0.199	39.181	12.976	46307.594	83154.188	180	59	8830	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2368	10.00	75.08	76.73	74.12	76.93	238.16	172.62	4426.90	221571.41	137355	0.988	0.976	0.992	0.998	0.966	0.034	19.812	12.225	27769.512	36170.313	61	24	2565	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4882	10.00	75.07	76.17	73.69	77.83	239.22	48.20	4426.52	221542.44	137343	0.984	0.968	0.990	0.996	0.967	0.033	17.179	12.930	38121.172	24595.145	32	43	5897	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11042	10.00	75.05	76.32	74.76	76.88	238.41	97.84	4424.07	221358.56	137267	0.987	0.974	0.990	0.998	0.979	0.021	20.005	12.351	61012.484	18713.814	17	87	14637	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6792	10.00	75.05	75.35	75.27	75.65	237.67	134.01	4423.87	221344.05	137261	0.990	0.980	0.991	0.998	0.999	0.001	20.880	11.689	45450.066	46268.766	87	57	8526	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10038	10.00	75.03	87.29	63.69	87.58	242.98	135.63	4421.78	221186.80	137196	0.968	0.937	0.990	0.997	0.730	0.270	17.421	13.521	57873.391	58454.035	117	81	13325	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6419	10.00	74.98	79.52	72.56	79.66	239.61	114.76	4415.17	220691.27	136991	0.981	0.962	0.988	0.996	0.912	0.088	18.087	13.481	44428.234	82322.953	177	55	8042	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13730	10.00	74.93	75.72	74.45	76.73	238.38	15.53	4409.24	220246.78	136807	0.985	0.971	0.989	0.997	0.983	0.017	17.447	13.130	70307.234	54898.844	108	104	17897	0	1	-1.00	-1.00	-1.000	-1.000	1.000
17067	10.00	74.90	79.04	71.52	80.00	240.83	121.44	4406.40	220034.31	136719	0.975	0.950	0.989	0.998	0.905	0.095	20.528	12.609	82525.938	49456.289	95	127	21875	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11378	10.00	74.83	78.22	74.29	78.23	237.62	85.44	4397.93	219399.67	136456	0.987	0.974	0.992	0.998	0.950	0.050	19.182	12.465	62036.402	13890.583	5	89	15051	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6949	10.00	74.83	77.29	73.81	77.31	240.84	31.25	4397.57	219373.17	136445	0.974	0.948	0.983	0.994	0.955	0.045	18.703	12.693	45575.184	56405.305	112	58	8722	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1586	10.00	74.82	75.37	75.35	77.12	237.92	149.27	4396.51	219293.59	136412	0.986	0.972	0.991	0.998	1.000	0.000	19.566	12.371	24676.021	44974.043	83	18	1727	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6181	10.00	74.82	75.18	74.78	75.42	236.81	77.89	4396.25	219274.28	136404	0.990	0.981	0.992	0.998	0.995	0.005	18.207	12.945	43032.828	45396.656	84	53	7745	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12404	10.00	74.81	75.51	74.70	75.67	236.66	69.86	4395.67	219230.88	136386	0.991	0.982	0.993	0.998	0.989	0.011	17.718	12.915	65450.676	25234.111	34	95	16215	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8658	10.00	74.80	77.23	73.13	77.93	238.25	117.89	4394.74	219161.00	136357	0.984	0.968	0.991	0.997	0.947	0.053	18.117	13.288	52135.531	78101.484	166	70	11185	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8672	10.00	74.79	75.95	74.78	76.15	236.67	20.31	4392.58	218999.50	136290	0.990	0.981	0.994	0.998	0.985	0.015	19.832	12.465	52550.516	82484.320	178	71	11244	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3187	10.00	74.75	75.91	74.79	76.18	237.53	96.66	4388.58	218700.63	136166	0.986	0.973	0.989	0.998	0.985	0.015	18.804	12.583	30987.869	40580.297	72	30	3523	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1666	10.00	74.73	75.66	74.54	75.86	236.55	76.33	4385.81	218493.50	136080	0.990	0.980	0.993	0.998	0.985	0.015	18.012	13.149	24768.201	75696.750	160	18	1804	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13577	10.00	74.71	76.34	74.40	76.40	237.27	119.33	4383.72	218336.95	136015	0.987	0.974	0.990	0.998	0.975	0.025	17.240	13.073	69833.172	36727.473	63	103	17738	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4159	10.00	74.70	76.84	73.22	78.27	237.48	32.37	4382.68	218259.89	135983	0.986	0.972	0.992	0.997	0.953	0.047	17.531	13.151	34980.070	37095.504	63	38	4884	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2567	10.00	74.65	79.47	73.07	79.65	237.83	8.18	4376.75	217817.09	135799	0.984	0.968	0.989	0.998	0.919	0.081	18.888	12.802	28225.055	43705.832	80	25	2778	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10911	10.00	74.64	75.44	74.94	76.02	237.11	13.84	4375.72	217740.09	135767	0.987	0.973	0.990	0.997	0.993	0.007	18.425	12.863	60785.684	81981.539	176	86	14427	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8010	10.00	74.57	75.44	74.22	75.66	237.40	113.37	4367.92	217158.19	135525	0.985	0.969	0.987	0.997	0.984	0.016	18.017	13.073	49975.578	27574.602	39	66	10250	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2685	10.00	74.55	76.72	74.13	76.77	236.24	163.19	4364.99	216939.53	135434	0.989	0.978	0.991	0.998	0.966	0.034	18.476	12.610	28663.484	53912.004	105	26	2916	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9934	10.00	74.52	76.61	76.04	78.54	246.05	118.78	4361.70	216694.45	135332	0.949	0.901	0.969	0.984	0.993	0.007	22.357	11.547	57618.828	51675.766	100	80	13139	0	1	-1.00	-1.00	-1.000	-1.000	1.000
15207	10.00	74.51	74.85	74.46	75.81	236.83	171.23	4360.57	216610.41	135297	0.986	0.972	0.990	0.997	0.995	0.005	17.398	13.004	75454.531	55947.559	111	114	19733	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5980	10.00	74.49	75.75	74.16	76.08	236.55	147.12	4357.71	216396.69	135208	0.987	0.974	0.990	0.997	0.979	0.021	17.259	13.446	42906.672	45438.613	84	52	7517	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5688	10.00	74.48	75.32	74.03	75.98	236.90	32.98	4356.32	216293.50	135165	0.985	0.971	0.988	0.997	0.983	0.017	19.989	12.257	41401.590	41293.648	74	50	7121	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1820	10.00	74.46	74.88	73.91	75.34	235.86	48.91	4354.68	216171.09	135114	0.990	0.979	0.992	0.998	0.987	0.013	19.215	12.889	25542.363	43392.754	79	20	1999	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13416	10.00	74.46	75.25	74.24	76.48	236.48	76.74	4354.39	216149.48	135105	0.987	0.974	0.990	0.998	0.987	0.013	18.024	13.080	69349.859	51768.371	100	102	17508	0	1	-1.00	-1.00	-1.000	-1.000	1.000
17446	10.00	74.43	75.13	74.32	75.62	236.45	101.05	4351.10	215904.75	135003	0.987	0.973	0.991	0.998	0.989	0.011	17.404	13.104	83924.711	51859.668	100	130	22312	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10155	10.00	74.42	78.28	74.53	78.29	240.37	84.37	4349.33	215772.84	134948	0.970	0.941	0.979	0.993	0.952	0.048	18.685	13.319	58633.535	17440.246	13	82	13456	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3737	10.00	74.40	74.69	74.38	75.07	235.91	106.57	4347.91	215667.28	134904	0.989	0.977	0.992	0.998	0.996	0.004	17.178	13.515	32986.004	67595.250	140	34	4262	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2499	10.00	74.38	75.37	73.59	75.91	235.90	70.44	4345.17	215463.53	134819	0.988	0.977	0.992	0.998	0.976	0.024	17.076	13.458	28327.842	80562.055	173	25	2685	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13055	10.00	74.37	75.09	73.97	75.37	235.99	174.81	4343.52	215341.23	134768	0.988	0.976	0.991	0.998	0.985	0.015	19.632	12.417	67872.367	35258.102	58	100	17082	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12007	10.00	74.37	79.01	74.00	79.18	238.47	69.90	4343.49	215338.84	134767	0.977	0.955	0.989	0.994	0.937	0.063	18.964	12.998	64443.711	56577.668	113	93	15740	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7468	10.00	74.37	79.28	72.41	79.28	236.48	2.95	4343.40	215331.69	134764	0.986	0.971	0.992	0.998	0.913	0.087	18.419	12.709	48013.684	17316.082	13	62	9420	0	1	-1.00	-1.00	-1.000	-1.000	1.000
16714	10.00	74.36	79.10	71.18	79.48	237.63	27.76	4343.14	215312.47	134756	0.981	0.962	0.990	0.996	0.900	0.100	19.983	12.699	81528.367	48729.887	93	125	21569	0	1	-1.00	-1.00	-1.000	-1.000	1.000
510	10.00	74.31	76.41	73.89	76.59	236.30	104.07	4337.14	214866.84	134570	0.986	0.972	0.990	0.998	0.967	0.033	17.008	13.338	19551.359	36722.895	62	8	535	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1685	10.00	74.26	79.15	70.46	79.37	235.18	156.39	4331.50	214447.86	134395	0.990	0.980	0.996	0.998	0.890	0.110	34.097	14.764	25307.076	69351.070	145	19	1837	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3690	10.00	74.23	76.64	73.14	76.81	235.70	68.83	4327.89	214179.83	134283	0.987	0.974	0.991	0.998	0.954	0.046	18.137	12.889	33161.293	43668.430	80	34	4202	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10975	10.00	74.22	76.56	73.69	76.99	235.25	99.85	4326.15	214050.69	134229	0.989	0.978	0.992	0.998	0.962	0.038	18.750	12.846	61083.336	46598.188	87	87	14567	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1300	10.00	74.21	75.60	73.78	79.23	237.28	131.55	4325.28	213986.06	134202	0.980	0.961	0.989	0.995	0.976	0.024	20.529	12.167	23376.953	27895.547	40	16	1420	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2731	10.00	74.20	74.59	74.55	74.98	235.93	99.07	4324.15	213902.39	134167	0.986	0.972	0.988	0.997	0.999	0.001	16.739	13.590	28828.035	77809.125	166	26	2977	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7888	10.00	74.20	76.87	72.29	78.03	235.64	68.61	4323.96	213888.02	134161	0.987	0.974	0.992	0.998	0.940	0.060	19.794	11.972	49537.199	59715.074	120	65	10091	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13931	10.00	74.16	83.72	73.66	83.72	248.99	133.09	4319.80	213579.64	134032	0.933	0.871	0.961	0.980	0.880	0.120	19.053	13.328	71065.664	33923.410	55	106	18220	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3905	10.00	74.14	74.88	74.19	74.97	235.13	96.65	4316.58	213340.66	133932	0.988	0.977	0.991	0.998	0.991	0.009	19.472	12.910	33948.430	41822.395	75	36	4543	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2392	10.00	74.12	74.27	74.21	74.91	235.17	177.13	4314.55	213190.13	133869	0.988	0.976	0.991	0.997	0.999	0.001	17.167	13.343	27774.863	48154.375	91	24	2595	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9863	10.00	74.08	74.86	74.16	75.02	235.10	149.68	4310.26	212872.50	133736	0.988	0.975	0.991	0.998	0.991	0.009	18.828	12.606	57653.688	14101.263	5	80	13044	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11654	10.00	74.07	75.46	73.42	77.16	235.63	148.06	4308.85	212767.48	133692	0.985	0.971	0.992	0.997	0.973	0.027	21.556	11.896	63519.234	49892.688	96	91	15360	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1664	10.00	74.07	74.55	74.34	74.94	235.44	79.66	4308.43	212736.45	133679	0.986	0.972	0.989	0.998	0.997	0.003	16.645	13.616	24407.258	72169.289	151	18	1795	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9127	10.00	74.05	75.69	71.32	76.13	235.72	143.63	4306.56	212597.97	133621	0.985	0.969	0.988	0.998	0.942	0.058	18.283	12.931	54127.648	26586.643	37	74	11864	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4812	10.00	74.04	74.44	74.30	75.19	234.80	12.48	4305.78	212540.73	133597	0.988	0.977	0.992	0.998	0.998	0.002	18.862	12.502	38034.328	62493.457	127	43	5802	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8011	10.00	74.04	74.62	74.08	74.95	234.88	77.92	4305.17	212495.33	133578	0.988	0.976	0.991	0.998	0.993	0.007	18.652	12.788	50006.641	28057.330	40	66	10251	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10787	10.00	74.03	74.62	74.43	75.55	234.42	110.66	4304.56	212450.02	133559	0.990	0.980	0.993	0.998	0.997	0.003	19.429	12.666	60542.633	18735.379	17	86	14268	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1107	10.00	74.02	75.10	73.30	76.11	235.11	92.47	4303.50	212371.27	133526	0.987	0.974	0.990	0.997	0.976	0.024	16.812	13.455	21760.961	35876.840	60	13	1152	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6107	10.00	74.02	74.43	74.43	75.02	234.57	108.40	4302.63	212306.86	133499	0.989	0.978	0.992	0.998	1.000	0.000	18.572	12.761	43349.223	71984.828	151	53	7678	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1847	10.00	73.99	74.41	74.35	74.97	235.68	152.90	4300.05	212116.06	133419	0.984	0.968	0.988	0.997	0.999	0.001	16.980	13.453	25544.740	68477.359	142	20	2062	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9451	10.00	73.99	75.44	74.04	75.46	234.62	160.38	4299.63	212085.09	133406	0.988	0.977	0.992	0.998	0.981	0.019	18.314	12.956	55661.496	73112.180	154	77	12480	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6180	10.00	73.99	74.40	73.87	74.68	234.44	109.66	4299.37	212066.00	133398	0.989	0.978	0.993	0.998	0.993	0.007	16.404	13.852	43209.336	45819.152	85	53	7744	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11380	10.00	73.98	74.59	73.78	74.87	234.82	43.65	4298.79	212023.09	133380	0.987	0.975	0.991	0.997	0.989	0.011	16.351	13.939	62711.012	12817.083	2	90	15057	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5339	10.00	73.98	75.60	73.53	75.78	235.14	162.05	4298.27	211984.92	133364	0.986	0.972	0.990	0.997	0.973	0.027	16.441	13.663	39877.867	22071.133	26	47	6651	0	1	-1.00	-1.00	-1.000	-1.000	1.000
15663	10.00	73.94	75.31	73.30	75.70	235.30	30.45	4293.57	211636.92	133218	0.985	0.970	0.988	0.997	0.973	0.027	16.497	13.884	77609.594	39920.621	70	118	20386	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6815	10.00	73.93	75.03	73.88	75.26	234.90	45.42	4293.05	211598.80	133202	0.986	0.973	0.989	0.998	0.985	0.015	16.542	13.674	45283.504	35980.602	61	57	8552	0	1	-1.00	-1.00	-1.000	-1.000	1.000
734	10.00	73.92	74.85	74.78	75.29	234.21	62.06	4292.09	211527.33	133172	0.989	0.979	0.992	0.998	0.999	0.001	19.438	12.923	20339.805	46252.016	86	10	761	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12796	10.00	73.92	74.43	74.14	74.62	234.64	171.54	4291.18	211460.61	133144	0.987	0.975	0.991	0.998	0.996	0.004	20.539	12.007	67247.945	62537.672	127	98	16763	0	1	-1.00	-1.00	-1.000	-1.000	1.000
15609	10.00	73.89	74.72	73.84	75.31	234.55	74.37	4287.70	211203.38	133036	0.987	0.975	0.990	0.998	0.988	0.012	19.209	12.257	77175.219	25896.535	35	117	20311	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7324	10.00	73.88	74.27	73.98	74.50	234.34	56.51	4286.67	211127.17	133004	0.988	0.976	0.989	0.998	0.996	0.004	19.371	12.455	46684.355	68467.672	142	60	9149	0	1	-1.00	-1.00	-1.000	-1.000	1.000
324	10.00	73.85	74.37	73.78	74.62	233.96	82.91	4283.19	210870.08	132896	0.989	0.979	0.993	0.998	0.992	0.008	18.438	12.996	18401.658	48493.773	92	6	383	0	1	-1.00	-1.00	-1.000	-1.000	1.000
