#                                                                 21.09.2022 12:05
# ________________________________________________________________________________
# 
# 
# 
# Curve Name:
#   !$PHBH 3D
# Curve Values:
#           Index             Ts          Value
#                           [�C]        [Wg^-1]
           1337        11.4001      -0.104367
           1338        11.4834      -0.104163
           1339        11.5668      -0.103875
           1340        11.6502      -0.103582
           1341        11.7335      -0.103264
           1342        11.8169       -0.10311
           1343        11.9002      -0.103022
           1344        11.9835      -0.102975
           1345        12.0668      -0.102979
           1346        12.1501      -0.103022
           1347        12.2335      -0.103026
           1348        12.3168      -0.103027
           1349        12.4001      -0.103042
           1350        12.4834      -0.103036
           1351        12.5667      -0.103028
           1352          12.65      -0.103064
           1353        12.7333      -0.103173
           1354        12.8167       -0.10305
           1355           12.9      -0.103025
           1356        12.9833      -0.103079
           1357        13.0666       -0.10313
           1358        13.1499      -0.103163
           1359        13.2332      -0.103199
           1360        13.3165      -0.103215
           1361        13.3998      -0.103202
           1362        13.4832      -0.102819
           1363        13.5666      -0.102522
           1364        13.6499      -0.102255
           1365        13.7333      -0.102019
           1366        13.8166      -0.101872
           1367        13.8999      -0.101959
           1368        13.9832      -0.102066
           1369        14.0665      -0.102156
           1370        14.1499      -0.101942
           1371        14.2332      -0.101917
           1372        14.3165      -0.101854
           1373        14.3998      -0.101942
           1374        14.4831      -0.101972
           1375        14.5665       -0.10198
           1376        14.6498      -0.101982
           1377        14.7331      -0.102008
           1378        14.8164      -0.102097
           1379        14.8997      -0.102164
           1380         14.983      -0.102221
           1381        15.0663      -0.102253
           1382        15.1496      -0.102164
           1383         15.233      -0.102055
           1384        15.3163      -0.101915
           1385        15.3997      -0.101679
           1386         15.483      -0.101424
           1387        15.5664      -0.101253
           1388        15.6497      -0.101148
           1389         15.733      -0.101067
           1390        15.8164      -0.101003
           1391        15.8997      -0.100956
           1392         15.983      -0.100933
           1393        16.0663       -0.10092
           1394        16.1496       -0.10093
           1395         16.233      -0.100926
           1396        16.3163      -0.100933
           1397        16.3996      -0.100954
           1398        16.4829      -0.100973
           1399        16.5662      -0.100992
           1400        16.6495      -0.101013
           1401        16.7328      -0.101036
           1402        16.8161      -0.101116
           1403        16.8994      -0.101207
           1404        16.9827      -0.101319
           1405         17.066      -0.101446
           1406        17.1494      -0.101159
           1407        17.2327      -0.100906
           1408        17.3161      -0.100676
           1409        17.3995      -0.100458
           1410        17.4828      -0.100257
           1411        17.5661      -0.100096
           1412        17.6495     -0.0999419
           1413        17.7328     -0.0998443
           1414        17.8162     -0.0997704
           1415        17.8995      -0.099829
           1416        17.9828     -0.0998428
           1417        18.0661     -0.0998703
           1418        18.1494     -0.0999066
           1419        18.2327     -0.0999139
           1420         18.316     -0.0999305
           1421        18.3993     -0.0999281
           1422        18.4827     -0.0998875
           1423         18.566       -0.10003
           1424        18.6492      -0.100152
           1425        18.7326      -0.100124
           1426        18.8159       -0.10006
           1427        18.8992      -0.100285
           1428        18.9825      -0.100294
           1429        19.0658      -0.100242
           1430        19.1491      -0.100172
           1431        19.2325     -0.0998129
           1432        19.3159     -0.0995329
           1433        19.3992     -0.0992866
           1434        19.4826     -0.0991051
           1435        19.5659     -0.0989817
           1436        19.6493     -0.0987978
           1437        19.7326     -0.0988082
           1438        19.8159     -0.0988395
           1439        19.8992     -0.0988715
           1440        19.9825     -0.0988839
           1441        20.0658     -0.0989035
           1442        20.1491     -0.0989232
           1443        20.2325     -0.0989154
           1444        20.3158     -0.0989193
           1445        20.3991     -0.0989276
           1446        20.4824     -0.0989168
           1447        20.5657     -0.0988827
           1448         20.649     -0.0989371
           1449        20.7323     -0.0990467
           1450        20.8156     -0.0991737
           1451        20.8989     -0.0993085
           1452        20.9822     -0.0993246
           1453        21.0656     -0.0991257
           1454        21.1489     -0.0989933
           1455        21.2323     -0.0987656
           1456        21.3157      -0.098486
           1457         21.399     -0.0983953
           1458        21.4823     -0.0982863
           1459        21.5657      -0.098192
           1460         21.649     -0.0980958
           1461        21.7323     -0.0980424
           1462        21.8156     -0.0980697
           1463        21.8989     -0.0981345
           1464        21.9823     -0.0980935
           1465        22.0656     -0.0979306
           1466        22.1489     -0.0979231
           1467        22.2322     -0.0979932
           1468        22.3155     -0.0980069
           1469        22.3988     -0.0980484
           1470        22.4821     -0.0981217
           1471        22.5655     -0.0980338
           1472        22.6488     -0.0981506
           1473        22.7321     -0.0982646
           1474        22.8154     -0.0983837
           1475        22.8987     -0.0984335
           1476         22.982     -0.0984173
           1477        23.0653     -0.0983136
           1478        23.1487     -0.0981286
           1479         23.232     -0.0979173
           1480        23.3154     -0.0977043
           1481        23.3987     -0.0975058
           1482        23.4821     -0.0973202
           1483        23.5654     -0.0971607
           1484        23.6488     -0.0969835
           1485        23.7321     -0.0969676
           1486        23.8154     -0.0969686
           1487        23.8987     -0.0969911
           1488         23.982      -0.096988
           1489        24.0654     -0.0970121
           1490        24.1487     -0.0970416
           1491         24.232     -0.0970038
           1492        24.3153     -0.0969256
           1493        24.3986     -0.0970766
           1494        24.4819     -0.0971553
           1495        24.5653     -0.0969933
           1496        24.6486     -0.0971023
           1497        24.7319      -0.097141
           1498        24.8152     -0.0971764
           1499        24.8985      -0.097244
           1500        24.9818     -0.0971894
           1501        25.0651     -0.0972204
           1502        25.1485     -0.0970583
           1503        25.2318     -0.0968367
           1504        25.3152     -0.0966299
           1505        25.3985     -0.0964431
           1506        25.4819     -0.0962718
           1507        25.5652     -0.0961489
           1508        25.6486      -0.096089
           1509        25.7319     -0.0960058
           1510        25.8152     -0.0959318
           1511        25.8985     -0.0958544
           1512        25.9819     -0.0958331
           1513        26.0652      -0.095827
           1514        26.1485     -0.0958082
           1515        26.2318      -0.095806
           1516        26.3151     -0.0957842
           1517        26.3985     -0.0957756
           1518        26.4818     -0.0957697
           1519        26.5651     -0.0957702
           1520        26.6484     -0.0957671
           1521        26.7317      -0.095769
           1522         26.815      -0.095777
           1523        26.8984      -0.095812
           1524        26.9817     -0.0957619
           1525         27.065     -0.0957237
           1526        27.1483     -0.0956441
           1527        27.2317     -0.0955411
           1528         27.315     -0.0953174
           1529        27.3984     -0.0950105
           1530        27.4818     -0.0948688
           1531        27.5651     -0.0947417
           1532        27.6485     -0.0943234
           1533        27.7318     -0.0941978
           1534        27.8152     -0.0940783
           1535        27.8985     -0.0939204
           1536        27.9818     -0.0941073
           1537        28.0651     -0.0941999
           1538        28.1484     -0.0941843
           1539        28.2317     -0.0941142
           1540        28.3151     -0.0939798
           1541        28.3984     -0.0938757
           1542        28.4818     -0.0937637
           1543        28.5651     -0.0936257
           1544        28.6484     -0.0936132
           1545        28.7318     -0.0936055
           1546        28.8151     -0.0935955
           1547        28.8984     -0.0935775
           1548        28.9817     -0.0935655
           1549         29.065     -0.0935675
           1550        29.1483     -0.0935523
           1551        29.2317      -0.093339
           1552        29.3151     -0.0930669
           1553        29.3985     -0.0927506
           1554        29.4818     -0.0924452
           1555        29.5652     -0.0921382
           1556        29.6486     -0.0918254
           1557         29.732     -0.0915674
           1558        29.8153     -0.0915143
           1559        29.8986     -0.0913906
           1560         29.982      -0.091285
           1561        30.0653     -0.0911994
           1562        30.1486     -0.0910951
           1563         30.232     -0.0909251
           1564        30.3153     -0.0907651
           1565        30.3987     -0.0906106
           1566         30.482     -0.0904611
           1567        30.5654     -0.0903092
           1568        30.6487     -0.0901661
           1569        30.7321     -0.0900417
           1570        30.8154     -0.0899191
           1571        30.8988      -0.089805
           1572        30.9821     -0.0896885
           1573        31.0654     -0.0895809
           1574        31.1488     -0.0894695
           1575        31.2321     -0.0893614
           1576        31.3155     -0.0892594
           1577        31.3988     -0.0889915
           1578        31.4822     -0.0885991
           1579        31.5656     -0.0880879
           1580         31.649     -0.0877603
           1581        31.7324     -0.0875024
           1582        31.8158     -0.0872556
           1583        31.8991      -0.087005
           1584        31.9825     -0.0867712
           1585        32.0658     -0.0866369
           1586        32.1492     -0.0864806
           1587        32.2325     -0.0863212
           1588        32.3159     -0.0861561
           1589        32.3992     -0.0860076
           1590        32.4826     -0.0858143
           1591         32.566     -0.0856323
           1592        32.6493     -0.0856107
           1593        32.7326     -0.0855306
           1594        32.8159     -0.0854373
           1595        32.8993     -0.0853351
           1596        32.9826     -0.0852542
           1597        33.0659     -0.0852042
           1598        33.1493     -0.0851432
           1599        33.2326     -0.0850987
           1600        33.3159     -0.0850319
           1601        33.3993     -0.0848377
           1602        33.4827     -0.0846357
           1603         33.566     -0.0843275
           1604        33.6494     -0.0839314
           1605        33.7328      -0.083848
           1606        33.8161      -0.083741
           1607        33.8995     -0.0836338
           1608        33.9828     -0.0834977
           1609        34.0661      -0.083482
           1610        34.1494     -0.0834828
           1611        34.2328     -0.0835092
           1612        34.3161     -0.0835215
           1613        34.3994     -0.0835496
           1614        34.4827     -0.0835808
           1615         34.566     -0.0836255
           1616        34.6493     -0.0836772
           1617        34.7326      -0.083737
           1618        34.8159     -0.0838314
           1619        34.8992      -0.083926
           1620        34.9825     -0.0840205
           1621        35.0658     -0.0841098
           1622        35.1491     -0.0842398
           1623        35.2324     -0.0843536
           1624        35.3157     -0.0844677
           1625         35.399     -0.0845886
           1626        35.4823     -0.0847059
           1627        35.5656     -0.0847254
           1628         35.649     -0.0845908
           1629        35.7323     -0.0844611
           1630        35.8156     -0.0844248
           1631         35.899     -0.0843614
           1632        35.9823      -0.084324
           1633        36.0656     -0.0843121
           1634        36.1489      -0.084408
           1635        36.2322     -0.0844923
           1636        36.3155     -0.0846086
           1637        36.3988      -0.084757
           1638        36.4821     -0.0849158
           1639        36.5654     -0.0850493
           1640        36.6487     -0.0851812
           1641        36.7319     -0.0853147
           1642        36.8152     -0.0854278
           1643        36.8985      -0.085551
           1644        36.9818     -0.0856829
           1645        37.0651     -0.0858178
           1646        37.1484     -0.0859798
           1647        37.2317     -0.0861348
           1648         37.315     -0.0862885
           1649        37.3983      -0.086448
           1650        37.4815     -0.0866274
           1651        37.5648     -0.0866862
           1652        37.6482     -0.0866438
           1653        37.7315     -0.0865613
           1654        37.8148     -0.0865045
           1655        37.8982     -0.0864416
           1656        37.9815     -0.0863707
           1657        38.0648     -0.0863245
           1658        38.1481     -0.0863314
           1659        38.2314     -0.0863711
           1660        38.3147     -0.0864908
           1661         38.398     -0.0866013
           1662        38.4813     -0.0867329
           1663        38.5646     -0.0868478
           1664        38.6479      -0.086964
           1665        38.7312     -0.0870761
           1666        38.8145     -0.0872018
           1667        38.8978     -0.0873366
           1668        38.9811     -0.0874648
           1669        39.0644     -0.0875884
           1670        39.1477      -0.087738
           1671        39.2309     -0.0878718
           1672        39.3142     -0.0880014
           1673        39.3975     -0.0881222
           1674        39.4808     -0.0882302
           1675        39.5641     -0.0883459
           1676        39.6474     -0.0884544
           1677        39.7307     -0.0885511
           1678         39.814     -0.0884871
           1679        39.8974     -0.0883227
           1680        39.9807     -0.0881524
           1681        40.0641     -0.0881252
           1682        40.1474     -0.0881445
           1683        40.2307     -0.0881824
           1684         40.314     -0.0882288
           1685        40.3973     -0.0882894
           1686        40.4806     -0.0883399
           1687        40.5639     -0.0884366
           1688        40.6472     -0.0884929
           1689        40.7305     -0.0885734
           1690        40.8138     -0.0887973
           1691        40.8971     -0.0887496
           1692        40.9804     -0.0889542
           1693        41.0637     -0.0891679
           1694         41.147     -0.0892157
           1695        41.2303     -0.0893105
           1696        41.3135     -0.0894309
           1697        41.3968       -0.08955
           1698        41.4801     -0.0896843
           1699        41.5634     -0.0898165
           1700        41.6467     -0.0899462
           1701          41.73     -0.0900566
           1702        41.8133     -0.0901258
           1703        41.8966     -0.0901156
           1704          41.98     -0.0899902
           1705        42.0633     -0.0897712
           1706        42.1467     -0.0897299
           1707          42.23     -0.0896331
           1708        42.3133     -0.0895508
           1709        42.3966     -0.0896367
           1710        42.4799     -0.0897793
           1711        42.5632      -0.089929
           1712        42.6465     -0.0900378
           1713        42.7298      -0.090145
           1714        42.8131     -0.0902568
           1715        42.8964      -0.090352
           1716        42.9797      -0.090465
           1717         43.063     -0.0905711
           1718        43.1463      -0.090655
           1719        43.2296     -0.0907949
           1720        43.3128     -0.0909236
           1721        43.3961     -0.0910029
           1722        43.4795      -0.091009
           1723        43.5627     -0.0913202
           1724         43.646     -0.0915685
           1725        43.7292     -0.0917895
           1726        43.8125     -0.0919892
           1727        43.8958     -0.0920093
           1728        43.9792     -0.0918493
           1729        44.0625     -0.0917859
           1730        44.1458      -0.091701
           1731        44.2292     -0.0916963
           1732        44.3125     -0.0916555
           1733        44.3958     -0.0916001
           1734        44.4792     -0.0915089
           1735        44.5624     -0.0917017
           1736        44.6457     -0.0918835
           1737         44.729     -0.0920746
           1738        44.8123     -0.0922571
           1739        44.8955     -0.0924395
           1740        44.9788     -0.0924468
           1741        45.0621     -0.0924921
           1742        45.1454     -0.0926682
           1743        45.2287     -0.0928088
           1744         45.312     -0.0929801
           1745        45.3953     -0.0931495
           1746        45.4785     -0.0933205
           1747        45.5618     -0.0934772
           1748        45.6451     -0.0936397
           1749        45.7284     -0.0938061
           1750        45.8117     -0.0939779
           1751        45.8949     -0.0941274
           1752        45.9782     -0.0941831
           1753        46.0616     -0.0940055
           1754         46.145     -0.0938746
           1755        46.2283     -0.0939042
           1756        46.3116     -0.0938732
           1757        46.3949     -0.0938688
           1758        46.4782     -0.0939182
           1759        46.5615     -0.0940126
           1760        46.6448     -0.0941535
           1761        46.7281     -0.0942675
           1762        46.8114     -0.0944006
           1763        46.8947     -0.0945335
           1764        46.9779     -0.0946696
           1765        47.0612     -0.0948057
           1766        47.1445     -0.0949436
           1767        47.2278      -0.095087
           1768        47.3111     -0.0952417
           1769        47.3944     -0.0953906
           1770        47.4776     -0.0955574
           1771        47.5609     -0.0957359
           1772        47.6442     -0.0958678
           1773        47.7275      -0.095985
           1774        47.8107     -0.0962822
           1775         47.894     -0.0966025
           1776        47.9773     -0.0964348
           1777        48.0607     -0.0963286
           1778         48.144     -0.0962478
           1779        48.2273     -0.0961728
           1780        48.3107     -0.0961518
           1781         48.394     -0.0961318
           1782        48.4773      -0.096137
           1783        48.5606     -0.0962059
           1784        48.6439     -0.0963404
           1785        48.7272     -0.0964405
           1786        48.8105     -0.0965302
           1787        48.8938     -0.0966261
           1788        48.9771     -0.0967432
           1789        49.0603     -0.0968476
           1790        49.1436     -0.0969452
           1791        49.2269     -0.0970472
           1792        49.3102     -0.0971452
           1793        49.3935     -0.0972509
           1794        49.4768     -0.0973656
           1795        49.5601       -0.09748
           1796        49.6434     -0.0975873
           1797        49.7267      -0.097691
           1798          49.81     -0.0978027
           1799        49.8933     -0.0979233
           1800        49.9766     -0.0979867
           1801        50.0599     -0.0979357
           1802        50.1432     -0.0977429
           1803        50.2266     -0.0976812
           1804        50.3099     -0.0976739
           1805        50.3932      -0.097637
           1806        50.4765      -0.097589
           1807        50.5599     -0.0975446
           1808        50.6432     -0.0975895
           1809        50.7265     -0.0976537
           1810        50.8098     -0.0977331
           1811        50.8931     -0.0977899
           1812        50.9764     -0.0978519
           1813        51.0597     -0.0979128
           1814         51.143     -0.0979733
           1815        51.2263       -0.09803
           1816        51.3096      -0.098076
           1817        51.3929     -0.0981415
           1818        51.4762     -0.0982125
           1819        51.5595     -0.0982852
           1820        51.6428     -0.0983623
           1821        51.7261     -0.0984368
           1822        51.8094     -0.0985146
           1823        51.8927     -0.0985563
           1824         51.976     -0.0985134
           1825        52.0594     -0.0983055
           1826        52.1427     -0.0981731
           1827        52.2261     -0.0980486
           1828        52.3094     -0.0979154
           1829        52.3928     -0.0978095
           1830        52.4761     -0.0976743
           1831        52.5595     -0.0976012
           1832        52.6427     -0.0977493
           1833        52.7261     -0.0976134
           1834        52.8094     -0.0975523
           1835        52.8927     -0.0976475
           1836         52.976     -0.0976487
           1837        53.0593     -0.0976524
           1838        53.1427     -0.0976557
           1839         53.226     -0.0976605
           1840        53.3093     -0.0976659
           1841        53.3926     -0.0976753
           1842        53.4759      -0.097687
           1843        53.5592     -0.0976955
           1844        53.6425     -0.0977022
           1845        53.7259     -0.0977256
           1846        53.8092     -0.0977386
           1847        53.8925     -0.0977097
           1848        53.9758     -0.0976159
           1849        54.0592     -0.0973488
           1850        54.1426     -0.0971217
           1851         54.226     -0.0969089
           1852        54.3093     -0.0967121
           1853        54.3927     -0.0966067
           1854         54.476     -0.0965252
           1855        54.5593     -0.0964425
           1856        54.6427     -0.0963515
           1857         54.726     -0.0963004
           1858        54.8093     -0.0962403
           1859        54.8927     -0.0961825
           1860         54.976     -0.0961256
           1861        55.0593     -0.0960759
           1862        55.1427     -0.0960259
           1863         55.226      -0.095985
           1864        55.3093     -0.0959461
           1865        55.3926     -0.0959138
           1866         55.476     -0.0958764
           1867        55.5593      -0.095845
           1868        55.6426     -0.0958249
           1869        55.7259     -0.0957779
           1870        55.8093     -0.0956454
           1871        55.8927     -0.0954374
           1872         55.976     -0.0952057
           1873        56.0594     -0.0949898
           1874        56.1428     -0.0947879
           1875        56.2261     -0.0945894
           1876        56.3095     -0.0944139
           1877        56.3928     -0.0943156
           1878        56.4762     -0.0941813
           1879        56.5595     -0.0940502
           1880        56.6429     -0.0939291
           1881        56.7262     -0.0938444
           1882        56.8096     -0.0937391
           1883        56.8929     -0.0936299
           1884        56.9763     -0.0935304
           1885        57.0596     -0.0934468
           1886        57.1429     -0.0933569
           1887        57.2263     -0.0932598
           1888        57.3096     -0.0931528
           1889        57.3929     -0.0931239
           1890        57.4763     -0.0930625
           1891        57.5596     -0.0930201
           1892        57.6429     -0.0929432
           1893        57.7263     -0.0927787
           1894        57.8097     -0.0925293
           1895        57.8931     -0.0922778
           1896        57.9764     -0.0920215
           1897        58.0598      -0.091782
           1898        58.1432     -0.0915357
           1899        58.2266     -0.0912772
           1900          58.31     -0.0910347
           1901        58.3933     -0.0908687
           1902        58.4767     -0.0907781
           1903          58.56     -0.0906404
           1904        58.6434     -0.0905049
           1905        58.7267     -0.0903784
           1906        58.8101     -0.0902738
           1907        58.8934     -0.0901651
           1908        58.9768      -0.090059
           1909        59.0601      -0.089958
           1910        59.1434     -0.0898798
           1911        59.2268     -0.0897892
           1912        59.3101      -0.089687
           1913        59.3935     -0.0895706
           1914        59.4768     -0.0895034
           1915        59.5602     -0.0893952
           1916        59.6435     -0.0891848
           1917        59.7269     -0.0888983
           1918        59.8103     -0.0885955
           1919        59.8937      -0.088324
           1920        59.9771     -0.0880522
           1921        60.0605     -0.0877979
           1922        60.1438     -0.0876492
           1923        60.2272      -0.087481
           1924        60.3106      -0.087323
           1925        60.3939     -0.0871657
           1926        60.4773     -0.0870391
           1927        60.5606     -0.0869035
           1928         60.644     -0.0867785
           1929        60.7273      -0.086659
           1930        60.8107      -0.086568
           1931         60.894     -0.0864669
           1932        60.9773     -0.0863708
           1933        61.0607     -0.0862746
           1934         61.144     -0.0861759
           1935        61.2274      -0.086078
           1936        61.3107     -0.0859753
           1937        61.3941      -0.085863
           1938        61.4775     -0.0856131
           1939        61.5608     -0.0853531
           1940        61.6442      -0.085028
           1941        61.7276     -0.0847137
           1942         61.811     -0.0844052
           1943        61.8944     -0.0840912
           1944        61.9778     -0.0838065
           1945        62.0612     -0.0835895
           1946        62.1446     -0.0835148
           1947        62.2279     -0.0833956
           1948        62.3113     -0.0832621
           1949        62.3946     -0.0831374
           1950         62.478     -0.0830273
           1951        62.5613     -0.0829125
           1952        62.6446     -0.0828037
           1953         62.728      -0.082698
           1954        62.8113     -0.0825886
           1955        62.8947     -0.0824747
           1956         62.978     -0.0823536
           1957        63.0614     -0.0822371
           1958        63.1447      -0.082104
           1959        63.2281     -0.0819392
           1960        63.3115     -0.0816774
           1961        63.3949     -0.0813604
           1962        63.4783     -0.0810534
           1963        63.5617     -0.0807616
           1964        63.6451     -0.0804891
           1965        63.7285     -0.0802685
           1966        63.8118     -0.0800924
           1967        63.8952     -0.0798985
           1968        63.9786     -0.0797128
           1969        64.0619     -0.0795368
           1970        64.1453     -0.0793896
           1971        64.2287     -0.0792364
           1972         64.312     -0.0790946
           1973        64.3954      -0.078958
           1974        64.4787     -0.0788342
           1975        64.5621     -0.0787166
           1976        64.6454     -0.0785985
           1977        64.7288     -0.0784753
           1978        64.8121     -0.0783657
           1979        64.8955     -0.0782601
           1980        64.9788     -0.0781165
           1981        65.0622     -0.0778635
           1982        65.1456     -0.0775161
           1983         65.229     -0.0772142
           1984        65.3124       -0.07693
           1985        65.3958     -0.0766344
           1986        65.4792     -0.0763764
           1987        65.5626     -0.0761272
           1988         65.646     -0.0759235
           1989        65.7294     -0.0757272
           1990        65.8127     -0.0755942
           1991        65.8961     -0.0754373
           1992        65.9794     -0.0752849
           1993        66.0628     -0.0751325
           1994        66.1461     -0.0750136
           1995        66.2295     -0.0748864
           1996        66.3129     -0.0747699
           1997        66.3962     -0.0746541
           1998        66.4796     -0.0745457
           1999        66.5629      -0.074449
           2000        66.6463     -0.0743294
           2001        66.7296     -0.0741879
           2002         66.813     -0.0739512
           2003        66.8964      -0.073718
           2004        66.9798     -0.0733633
           2005        67.0632     -0.0730368
           2006        67.1466     -0.0727381
           2007          67.23     -0.0724749
           2008        67.3134     -0.0722474
           2009        67.3968     -0.0720486
           2010        67.4801     -0.0718969
           2011        67.5635     -0.0717248
           2012        67.6469     -0.0715633
           2013        67.7302     -0.0714125
           2014        67.8136     -0.0712899
           2015        67.8969     -0.0711647
           2016        67.9803     -0.0710399
           2017        68.0637     -0.0709152
           2018         68.147     -0.0708117
           2019        68.2304     -0.0706931
           2020        68.3137     -0.0705781
           2021         68.397     -0.0704685
           2022        68.4804      -0.070301
           2023        68.5638     -0.0700563
           2024        68.6472      -0.069778
           2025        68.7306     -0.0694552
           2026         68.814     -0.0691222
           2027        68.8974     -0.0687913
           2028        68.9809     -0.0684512
           2029        69.0643     -0.0681914
           2030        69.1476     -0.0679951
           2031         69.231     -0.0678686
           2032        69.3144     -0.0676996
           2033        69.3977     -0.0675343
           2034        69.4811       -0.06737
           2035        69.5645     -0.0672186
           2036        69.6478     -0.0670648
           2037        69.7312     -0.0669208
           2038        69.8145     -0.0667828
           2039        69.8979     -0.0666405
           2040        69.9813     -0.0664911
           2041        70.0646     -0.0663613
           2042         70.148     -0.0662631
           2043        70.2314     -0.0660314
           2044        70.3148      -0.065733
           2045        70.3982      -0.065374
           2046        70.4816     -0.0650266
           2047         70.565     -0.0647202
           2048        70.6484     -0.0644096
           2049        70.7318     -0.0641079
           2050        70.8152     -0.0638166
           2051        70.8986     -0.0635727
           2052         70.982     -0.0633059
           2053        71.0654     -0.0630554
           2054        71.1488     -0.0628324
           2055        71.2322     -0.0627196
           2056        71.3155     -0.0625778
           2057        71.3989     -0.0624171
           2058        71.4823     -0.0622592
           2059        71.5656     -0.0621028
           2060         71.649     -0.0619323
           2061        71.7324     -0.0617502
           2062        71.8158     -0.0615519
           2063        71.8991     -0.0613393
           2064        71.9825     -0.0611177
           2065        72.0659     -0.0608513
           2066        72.1493     -0.0605594
           2067        72.2328     -0.0601888
           2068        72.3162     -0.0598141
           2069        72.3996     -0.0594548
           2070         72.483     -0.0592664
           2071        72.5664     -0.0590963
           2072        72.6497     -0.0588959
           2073        72.7331     -0.0586869
           2074        72.8165     -0.0584437
           2075        72.8999     -0.0583431
           2076        72.9832     -0.0582038
           2077        73.0666     -0.0580595
           2078          73.15     -0.0579161
           2079        73.2333     -0.0577943
           2080        73.3167      -0.057655
           2081           73.4     -0.0575214
           2082        73.4834     -0.0573954
           2083        73.5668     -0.0572044
           2084        73.6502     -0.0569292
           2085        73.7336     -0.0565999
           2086         73.817     -0.0562738
           2087        73.9004     -0.0559798
           2088        73.9838     -0.0556515
           2089        74.0673     -0.0553501
           2090        74.1507     -0.0550933
           2091         74.234     -0.0550382
           2092        74.3174     -0.0549483
           2093        74.4007     -0.0548281
           2094        74.4841     -0.0547179
           2095        74.5674     -0.0546466
           2096        74.6507     -0.0545732
           2097        74.7341     -0.0545009
           2098        74.8174     -0.0544305
           2099        74.9008     -0.0543599
           2100        74.9841     -0.0542973
           2101        75.0675     -0.0542313
           2102        75.1508      -0.054136
           2103        75.2342     -0.0539817
           2104        75.3176     -0.0537849
           2105        75.4009     -0.0535881
           2106        75.4843     -0.0534001
           2107        75.5677     -0.0531973
           2108        75.6511     -0.0529992
           2109        75.7345     -0.0528957
           2110        75.8178     -0.0528465
           2111        75.9011     -0.0528025
           2112        75.9845     -0.0527609
           2113        76.0678     -0.0527309
           2114        76.1511     -0.0527109
           2115        76.2345     -0.0526984
           2116        76.3178     -0.0527199
           2117        76.4011     -0.0527257
           2118        76.4844     -0.0527268
           2119        76.5677     -0.0527248
           2120        76.6511     -0.0527159
           2121        76.7344     -0.0527109
           2122        76.8177     -0.0526774
           2123        76.9011     -0.0525878
           2124        76.9844     -0.0524455
           2125        77.0678     -0.0523495
           2126        77.1511     -0.0522498
           2127        77.2345     -0.0521212
           2128        77.3179     -0.0520815
           2129        77.4012     -0.0520347
           2130        77.4845     -0.0520472
           2131        77.5678     -0.0520946
           2132        77.6511     -0.0521865
           2133        77.7344     -0.0522504
           2134        77.8177     -0.0523203
           2135         77.901      -0.052397
           2136        77.9843     -0.0524961
           2137        78.0676     -0.0525847
           2138        78.1509     -0.0526684
           2139        78.2342      -0.052755
           2140        78.3175     -0.0528703
           2141        78.4008     -0.0529287
           2142        78.4841     -0.0528848
           2143        78.5675     -0.0528427
           2144        78.6508     -0.0527766
           2145        78.7342     -0.0527358
           2146        78.8175     -0.0527436
           2147        78.9008     -0.0527803
           2148        78.9841     -0.0529131
           2149        79.0674     -0.0530287
           2150        79.1507     -0.0531372
           2151         79.234     -0.0532509
           2152        79.3172     -0.0533999
           2153        79.4005     -0.0535425
           2154        79.4838     -0.0536885
           2155        79.5671     -0.0538354
           2156        79.6504     -0.0539848
           2157        79.7336     -0.0541179
           2158        79.8169     -0.0542564
           2159        79.9002     -0.0543928
           2160        79.9835     -0.0544189
           2161        80.0668     -0.0544371
           2162        80.1502     -0.0544216
           2163        80.2335     -0.0544251
           2164        80.3168     -0.0543652
           2165        80.4001      -0.054399
           2166        80.4834     -0.0545226
           2167        80.5667     -0.0546667
           2168          80.65     -0.0548175
           2169        80.7333     -0.0549718
           2170        80.8165     -0.0551246
           2171        80.8998     -0.0552877
           2172        80.9831     -0.0554578
           2173        81.0664     -0.0556267
           2174        81.1496     -0.0557841
           2175        81.2329     -0.0559448
           2176        81.3162      -0.056131
           2177        81.3995     -0.0562353
           2178        81.4828     -0.0563139
           2179        81.5661     -0.0563396
           2180        81.6494      -0.056319
           2181        81.7327     -0.0563315
           2182        81.8161     -0.0563332
           2183        81.8994     -0.0563309
           2184        81.9827     -0.0563734
           2185         82.066     -0.0565678
           2186        82.1492     -0.0567261
           2187        82.2325     -0.0568678
           2188        82.3158     -0.0570198
           2189         82.399     -0.0572061
           2190        82.4823     -0.0573872
           2191        82.5656     -0.0575656
           2192        82.6488     -0.0577407
           2193        82.7321     -0.0579099
           2194        82.8154     -0.0580789
           2195        82.8987     -0.0582456
           2196        82.9819     -0.0583703
           2197        83.0653     -0.0584489
           2198        83.1485     -0.0585456
           2199        83.2318     -0.0586071
           2200        83.3152     -0.0586105
           2201        83.3985     -0.0586227
           2202        83.4818     -0.0586784
           2203        83.5651       -0.05884
           2204        83.6483     -0.0590332
           2205        83.7316     -0.0592618
           2206        83.8148     -0.0594622
           2207        83.8981     -0.0596674
           2208        83.9814     -0.0598839
           2209        84.0646     -0.0601211
           2210        84.1479     -0.0603424
           2211        84.2311     -0.0605638
           2212        84.3144     -0.0607844
           2213        84.3976     -0.0610537
           2214        84.4809     -0.0611511
           2215        84.5642     -0.0612187
           2216        84.6475     -0.0612992
           2217        84.7308     -0.0614045
           2218        84.8141     -0.0615113
           2219        84.8974     -0.0616136
           2220        84.9807     -0.0617231
